time_published,title,summary,overall_sentiment_score,relevance_score
20260131T091026,New York State Common Retirement Fund Cuts Stock Holdings in eBay Inc. $EBAY,"The New York State Common Retirement Fund decreased its stake in eBay Inc. by 7.0% in the third quarter, selling 24,300 shares and reducing its total holdings to 321,493 shares valued at approximately $29.24 million. Other institutional investors showed mixed activity, with some increasing and others reducing their positions. Analysts have a ""Hold"" rating on eBay with an average price target of $95.66, and company insiders have also sold a significant number of shares recently.",-0.077594,1.0
20260201T011227,CarParts.com Announces Evan Fischer® as Exclusive Brand on eBay,"CarParts.com has announced that its proprietary brand Evan Fischer® will now be offered exclusively on eBay, making it the only third-party marketplace for the brand. This collaboration strengthens the long-standing relationship between the two companies, providing millions of DIYers and professional mechanics with streamlined access to quality replacement parts. The move aims to offer customers fast, reliable, and affordable automotive parts, backed by eBay's extensive reach and buyer protection.",0.388894,0.872344
20260202T140317,"eBay Brings Football’s Biggest Game to Life with Real-Time Shopping, Epic Collectibles, Fashion Finds, and Star Athletes","eBay is hosting a full weekend of live shopping experiences in the Bay Area to celebrate football's biggest game. This includes an immersive ""eBay End Zone"" pop-up in San Francisco featuring star athletes, rare collectibles, and pre-loved fashion, as well as a community watch party in San Jose. The events leverage eBay Live to offer real-time shopping, unique inventory, and opportunities for fans to buy exclusive items and bid on game tickets.",0.449767,1.0
20260203T144324,eBay hosting omnichannel Super Bowl celebration,"eBay is celebrating Super Bowl LX, held near its San Jose headquarters, with a multi-channel approach. The online giant will host an ""eBay End Zone"" pop-up in San Francisco featuring NFL stars and unique merchandise, alongside a community watch party in San Jose. These events combine live shopping, celebrity appearances, and charitable auctions to engage fans both online and in person.",0.43906,1.0
20260203T213516,"Insider Sale: SVP of $EBAY Sells 17,076 Shares","Jordan Douglas Bradley Sweetnam, the SVP of eBay, sold 17,076 shares of EBAY stock for an estimated value of $1,579,359 on January 30, 2026, representing about 76.9% of his holdings in this class of stock. This transaction is part of a broader trend of insider sales at eBay, with 44 sales and zero purchases by insiders in the last six months. The article also provides details on hedge fund activity, Q3 2025 revenue, analyst ratings, and price targets for EBAY.",-0.169983,1.0
20260204T182724,"eBay February 2026 Seller News: Circular Fashion Fund, Recommerce Report, Webinars & More","eBay has released its February 2026 Seller News, highlighting opportunities like the Circular Fashion Fund, the 2025 Recommerce Report, and an upcoming webinar series for US sellers. The article also notes eBay's new monthly seller-hosted webinars and discusses a new Growth Portal for co-funded voucher offerings for German sellers, while also mentioning critical items eBay omitted from its seller news.",0.205494,1.0
20260204T204833,"Upwork and eBay Shares Are Falling, What You Need To Know","Shares of Upwork and eBay fell by 6.9% and 6.5% respectively, after Anthropic unveiled significant upgrades to its enterprise AI tools, sparking concerns that AI could directly replace current software-driven work rather than just enhance productivity. This news led investors to fear that AI is becoming a direct substitute for parts of the software and services industry. Upwork's stock is down 14.1% since the beginning of the year, trading significantly below its 52-week high.",0.144744,1.0
20260205T130500,EBAY March 27th Options Begin Trading,"New options contracts for eBay Inc. (EBAY) with a March 27th expiration date have begun trading. BNK Invest's YieldBoost formula identified a put contract at the $83.00 strike price and a call contract at the $87.00 strike price, detailing potential investment strategies and returns for both. The article analyzes the potential benefits, risks, and implied volatilities for these specific options.",0.122109,1.0
20260205T134757,"eBay Live Expands European Footprint, Bringing Live Shopping To France & Italy","eBay is expanding its Live platform into France and Italy, accelerating its European livestream strategy to compete with rivals like TikTok and Whatnot. This expansion also includes new categories and promotions, despite previous technical issues and a controversial stance from an eBay executive encouraging smaller sellers to use competitor platforms. The company's renewed push comes as competing platforms gain significant market share in live selling.",-0.142032,1.0
20260206T085845,eBay Inc. Is Rebuilding the Marketplace: Can the Original E?Commerce Giant Still Win?,"eBay Inc. is undergoing a significant transformation, re-inventing its marketplace with a focus on AI, vertical specialization, and managed payments to compete with giants like Amazon and Walmart, as well as niche platforms. The company is strategically deepening its commitment to secondhand and collectibles, leveraging its unique position as a platform for items that don't fit traditional retail models. This strategic shift aims to enhance seller empowerment, build trust through authentication, and capitalize on the growing circular economy trend, which is crucial for the company's valuation and stock performance.",0.023847,0.327342
20260206T102923,GrowGeneration Corp.'s (NASDAQ:GRWG) 25% Share Price Plunge Could Signal Some Risk,"GrowGeneration Corp. (NASDAQ:GRWG) has experienced a 25% drop in its share price over the last thirty days, contributing to a 26% decline over the past year. Despite this, its price-to-sales (P/S) ratio of 0.4x is considered ""middle-of-the-road"" compared to the Specialty Retail industry's median of 0.5x, which the article suggests might be overlooking underlying risks. Revenue has declined by 20% in the last year and 49% over three years, with future growth estimates of 4.6% lagging the industry's 7.5%, raising concerns about the current P/S ratio given the weak growth outlook.",-0.171737,0.59467
20260209T112000,Should Invesco NASDAQ Next Gen 100 ETF (QQQJ) Be on Your Investing Radar?,"The Invesco NASDAQ Next Gen 100 ETF (QQQJ) provides exposure to the Large Cap Growth segment of the US equity market, focusing on the largest 100 Nasdaq-listed non-financial companies outside the NASDAQ-100. Launched in October 2020, QQQJ has $889.20 million in assets, an expense ratio of 0.15%, and a 12-month trailing dividend yield of 0.82%. The fund currently holds a Zacks ETF Rank of 3 (Hold) due to factors like expected asset class return, expense ratio, and momentum, making it a viable option for investors interested in Large Cap Growth.",0.239417,0.635817
20260209T162714,TRIP vs. EBAY: Which Stock Is the Better Value Option?,"This article analyzes whether TripAdvisor (TRIP) or eBay (EBAY) is the better value stock. Utilizing the Zacks Rank and Style Scores, it concludes that TRIP is the superior option for value investors due to its stronger earnings estimate revision activity, Zacks Rank #2 (Buy) versus EBAY's #3 (Hold), and more attractive valuation metrics like a lower forward P/E and P/B ratio.",-0.267228,1.0
